Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - projectList = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ProjectValue(GetProjectName()))",Firefox 57.0,,2018-01-22 17:01:58,2018-01-22 17:01:58,0.001s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-22 17:01:58,2018-01-22 17:01:58,0.003s,PASSED
"Statement - return ((li[title="" + projectName) + ""])",Firefox 57.0,,2018-01-22 17:01:58,2018-01-22 17:01:58,0.001s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(projectList) == false),Firefox 57.0,,2018-01-22 17:01:58,2018-01-22 17:01:59,0.531s,PASSED
Statement - Else,Firefox 57.0,,2018-01-22 17:01:59,2018-01-22 17:01:59,0.231s,PASSED
waitForElementClickable,Firefox 57.0,,2018-01-22 17:01:59,2018-01-22 17:02:00,0.532s,PASSED
click,Firefox 57.0,,2018-01-22 17:02:00,2018-01-22 17:02:00,0.228s,PASSED
"Statement - dashboardProjectName = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ""span.title.project-name"")",Firefox 57.0,,2018-01-22 17:02:00,2018-01-22 17:02:00,0.000s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 17:02:00,2018-01-22 17:02:00,0.001s,PASSED
Start listener action : sampleAfterTestCase,Firefox 57.0,,2018-01-22 17:02:00,2018-01-22 17:02:00,0.002s,PASSED
