Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - browseButton = ""M4Tfs-StandAlone/RecentProjectPage/mr4tfs-_BrowseProjects""",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.000s,PASSED
"Statement - navigateButton = ""Object Repository/M4Tfs-StandAlone/RecentProjectPage/mr4tfs-ProjectNavigate""",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.000s,PASSED
click,Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.220s,PASSED
"Statement - collectionList = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", CollectionValue(GetCollectionName()))",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.000s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(CollectionName, 1)",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.003s,PASSED
"Statement - return ((#treeviewProjects > ul > li[title="" + collectionName) + ""] span)",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.008s,PASSED
"Statement - className = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(collectionList, ""class"", STOP_ON_FAILURE)",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:40,0.525s,PASSED
"Statement - If (className.contains(""k-i-expand""))",Firefox 57.0,,2018-01-22 17:08:40,2018-01-22 17:08:41,0.234s,PASSED
"Statement - projectList = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ProjectValue(GetProjectName()))",Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:41,0.001s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:41,0.005s,PASSED
"Statement - return ((li[title="" + projectName) + ""])",Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:41,0.001s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(projectList) == false),Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:41,0.543s,PASSED
Statement - Else,Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:41,0.231s,PASSED
waitForElementClickable,Firefox 57.0,,2018-01-22 17:08:41,2018-01-22 17:08:42,0.549s,PASSED
click,Firefox 57.0,,2018-01-22 17:08:42,2018-01-22 17:08:42,0.247s,PASSED
"Statement - dashboardProjectName = CustomKeywords.edev.automatekatlon.com.GetCustomTestObject.getCustomTestObjectBy(""css"", ""span.title.project-name"")",Firefox 57.0,,2018-01-22 17:08:42,2018-01-22 17:08:42,0.002s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 17:08:42,2018-01-22 17:08:43,1.386s,PASSED
Statement - assert com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(dashboardProjectName) == GetProjectName(),Firefox 57.0,,2018-01-22 17:08:43,2018-01-22 17:08:43,0.015s,PASSED
"Statement - return com.kms.katalon.core.testdata.TestDataFactory.findTestData(Configurations).getValue(Project, 1)",Firefox 57.0,,2018-01-22 17:08:43,2018-01-22 17:08:43,0.002s,PASSED
Start listener action : sampleAfterTestCase,Firefox 57.0,,2018-01-22 17:08:43,2018-01-22 17:08:43,0.001s,PASSED
